solar_field_id,device_id,device_name,modules,capacity_kwp,period,energy_kwh
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-08,2920.2
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-09,1928.9
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-10,2982.7
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-11,2967.8
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-12,2511.7
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-13,2968.9
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-14,3132.5
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-15,2999.1
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-16,2688.6
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-17,2952
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-18,3035.2
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-19,2923.3
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-20,2746.8
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-21,2818
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-22,2900
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-23,2885.5
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-24,3061.2
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-25,2938.1
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-26,2917.3
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-27,3093.5
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-28,3178
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-29,3297.2
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-30,2972.4
SF-001,SF-001-INV-01,Inverter 01,1012,556.6,2026-08-31,3024.5
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-01,2122.9
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-02,2523.2
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-03,2232.9
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-04,2178.4
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-05,1831.1
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-06,2353.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-07,2375.9
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-08,2253.9
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-09,2321.3
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-10,2436.2
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-11,1700.4
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-12,2227.3
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-13,2325.3
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-14,2359.3
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-15,2330.8
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-16,2321.5
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-17,2459.9
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-18,2377.1
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-19,2464.6
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-20,2332.3
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-21,1284.2
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-22,2428.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-23,2210.2
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-24,1785.1
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-25,2484.5
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-26,2381.6
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-27,2493.1
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-28,2455.3
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-29,2288.4
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-06-30,2778.8
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-01,2386.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-02,2618.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-03,2468
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-04,2526.4
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-05,2504.2
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-06,2730.5
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-07,2531.8
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-08,2655.1
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-09,2410.9
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-10,2661.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-11,2539.5
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-12,2509.6
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-13,2502.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-14,2627
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-15,2740
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-16,2561.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-17,2717.1
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-18,2598.4
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-19,2659.9
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-20,2734.3
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-21,2778.9
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-22,2465.1
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-23,2639.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-24,2548.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-25,2945.5
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-26,2696.4
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-27,2765.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-28,2767.2
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-29,1857.5
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-30,2827.1
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-07-31,2511.1
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-01,2681.5
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-02,2554.8
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-03,2870.5
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-04,2795.5
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-05,2919.1
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-06,2739.6
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-07,2811.1
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-08,2854.1
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-09,1857.4
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-10,2897
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-11,2879.2
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-12,2440.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-13,2897.3
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-14,3039
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-15,2926
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-16,2616.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-17,2880.1
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-18,2945.9
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-19,2843.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-20,2674.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-21,2720.2
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-22,2821.1
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-23,2813.2
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-24,2973.3
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-25,2848.3
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-26,2832
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-27,3014.2
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-28,3079.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-29,3200
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-30,2889.7
SF-001,SF-001-INV-02,Inverter 02,986,542.3,2026-08-31,2936.7
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-01,2176.1
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-02,2569.7
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-03,2298
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-04,2250.4
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-05,1877.6
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-06,2402.9
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-07,2438.2
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-08,2303.9
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-09,2383.7
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-10,2505.7
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-11,1756.3
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-12,2293.6
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-13,2381.1
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-14,2428.4
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-15,2415.1
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-16,2358.8
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-17,2509.8
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-18,2455.5
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-19,2529.7
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-20,2409.1
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-21,1317.3
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-22,2498.6
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-23,2255.8
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-24,1821.8
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-25,2578.8
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-26,2461.2
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-27,2567.2
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-28,2496.9
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-29,2344.1
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-06-30,2833
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-01,2445.3
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-02,2672.9
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-03,2517.8
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-04,2593
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-05,2554.2
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-06,2763.5
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-07,2578.6
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-08,2705
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-09,2466.1
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-10,2720.3
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-11,2595.4
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-12,2572.9
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-13,2555.1
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-14,2687.7
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-15,2809.1
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-16,2629.1
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-17,2779.7
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-18,2649.3
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-19,2743.7
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-20,2797.6
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-21,2838
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-22,2538.9
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-23,2699.6
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-24,2661.4
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-25,3012.3
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-26,2790.2
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-27,2838.4
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-28,2825.9
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-29,1907.4
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-30,2895.6
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-07-31,2587.3
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-01,2746.7
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-02,2625.5
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-03,2933.8
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-04,2868.1
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-05,2971.5
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-06,2808.9
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-07,2870.9
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-08,2905.3
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-09,1926.3
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-10,2980.7
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-11,2969.2
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-12,2498.6
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-13,2970.5
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-14,3097.5
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-15,2991.7
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-16,2685.1
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-17,2937.5
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-18,3018.4
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-19,2909.9
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-20,2738
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-21,2792.9
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-22,2923
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-23,2876.2
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-24,3028.7
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-25,2903.6
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-26,2910.9
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-27,3080.2
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-28,3171.7
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-29,3278.4
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-30,2950.1
SF-001,SF-001-INV-03,Inverter 03,1034,568.7,2026-08-31,3006.8
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-01,2132.7
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-02,2521.5
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-03,2265.6
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-04,2217.1
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-05,1855.7
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-06,2379.4
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-07,2404.3
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-08,2264.8
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-09,2335.9
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-10,2443
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-11,1716.4
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-12,2245.8
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-13,2326.8
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-14,2369.6
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-15,2370.8
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-16,2335.5
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-17,2471.4
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-18,2411.7
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-19,2501.5
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-20,2370.7
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-21,1287
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-22,2460.1
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-23,2219.5
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-24,1803
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-25,2515
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-26,2410.9
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-27,2515.9
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-28,2467.9
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-29,2313.9
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-06-30,2793.6
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-01,2398.5
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-02,2646.2
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-03,2472.4
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-04,2545.1
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-05,2532.5
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-06,2740.9
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-07,2544.9
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-08,2658.4
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-09,2417.9
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-10,2669.2
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-11,2562
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-12,2533.3
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-13,2511.3
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-14,2633.1
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-15,2783.6
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-16,2575.1
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-17,2744.1
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-18,2594.5
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-19,2699.1
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-20,2744.5
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-21,2797
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-22,2501.3
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-23,2649.6
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-24,2579.5
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-25,2974.2
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-26,2745.5
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-27,2805.1
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-28,2793
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-29,1877.8
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-30,2860.7
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-07-31,2531.8
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-08-01,2692.5
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-08-02,2589.7
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-08-03,2901.9
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-08-04,2825.9
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-08-05,2956.3
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-08-06,2783.8
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-08-07,2847.1
SF-001,SF-001-INV-04,Inverter 04,998,548.9,2026-08-08,2856.2
