solar_field_id,device_id,device_name,modules,capacity_kwp,period,energy_kwh
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-05,2769.4
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-06,2768.2
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-07,2605.3
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-08,2771.1
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-09,2659.8
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-10,2694.4
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-11,2648.9
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-12,2515.4
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-13,2482.3
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-14,2618.9
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-15,2500.5
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-16,2680.3
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-17,1426.8
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-18,2660.4
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-19,1481.4
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-20,2560.1
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-21,2873
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-22,2656.4
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-23,2606.3
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-24,2810.1
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-25,2677.1
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-26,2678
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-27,2575.2
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-28,2668.9
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-29,2540.5
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-30,2636.4
SF-003,SF-003-INV-01,Inverter 01,954,515.16,2026-08-31,2763.4
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-01,1935.5
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-02,2105.7
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-03,2085.7
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-04,2103.9
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-05,2265.6
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-06,1959.3
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-07,2054.6
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-08,2041
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-09,1888.8
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-10,2058.8
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-11,2084.3
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-12,1990.8
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-13,2186.4
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-14,2125.8
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-15,2052.8
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-16,2279
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-17,2116.8
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-18,2126.8
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-19,2095.3
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-20,2167
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-21,2121.4
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-22,2174.5
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-23,2116.6
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-24,2064.1
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-25,2263
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-26,2348.6
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-27,2072.1
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-28,2216.9
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-29,2170.7
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-06-30,2237.1
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-01,2045.2
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-02,2186.2
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-03,2246.8
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-04,2154.3
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-05,2128.2
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-06,2370.1
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-07,2033.7
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-08,2259.7
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-09,2188.8
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-10,2311.3
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-11,2289.3
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-12,2272.9
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-13,2428
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-14,2250.2
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-15,2246.3
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-16,2285.8
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-17,2312.9
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-18,2369.7
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-19,2378.4
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-20,2393.9
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-21,2234
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-22,2332.7
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-23,2239.8
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-24,2138.6
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-25,2458.3
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-26,2396.5
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-27,2444.7
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-28,2231.7
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-29,2178.6
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-30,2212.4
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-07-31,2529.6
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-01,2366.1
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-02,2439.3
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-03,2539.6
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-04,2478.2
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-05,2600.2
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-06,2609.6
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-07,2471.5
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-08,2619.4
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-09,2515.9
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-10,2565.4
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-11,2509.6
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-12,2383.2
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-13,2360.7
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-14,2472.8
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-15,2377.9
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-16,2545.9
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-17,1356.6
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-18,2530.5
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-19,1414.5
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-20,2425.8
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-21,2719
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-22,2513.6
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-23,2493.5
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-24,2672.3
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-25,2540.7
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-26,2537.2
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-27,2456
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-28,2497.2
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-29,2428.9
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-30,2497.2
SF-003,SF-003-INV-02,Inverter 02,902,487.08,2026-08-31,2604.3
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-01,2013.7
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-02,2198.8
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-03,2179.9
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-04,2195.2
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-05,2364.4
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-06,2062.6
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-07,2152.3
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-08,2135
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-09,1982.9
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-10,2125
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-11,2169.5
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-12,2092.6
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-13,2270
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-14,2210.9
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-15,2160.4
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-16,2380.5
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-17,2187.1
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-18,2230.8
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-19,2196.5
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-20,2264.8
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-21,2219.4
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-22,2293.9
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-23,2219.5
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-24,2140.5
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-25,2354.5
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-26,2456.3
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-27,2161.4
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-28,2327.4
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-29,2264.2
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-06-30,2340.6
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-01,2149.3
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-02,2276
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-03,2349.6
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-04,2248.6
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-05,2233.8
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-06,2495.5
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-07,2126
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-08,2344.6
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-09,2306.8
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-10,0
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-11,0
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-12,0
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-13,0
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-14,0
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-15,0
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-16,0
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-17,0
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-18,0
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-19,0
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-20,0
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-21,0
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-22,0
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-23,0
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-24,0
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-25,2560.2
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-26,2514.9
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-27,2556
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-28,2348.4
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-29,2252.6
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-30,2312.1
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-07-31,2660.9
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-01,2483.2
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-02,2560
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-03,2643.6
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-04,2593.8
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-05,2720.9
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-06,2714.3
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-07,2591.3
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-08,2754
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-09,2628.9
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-10,2663.9
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-11,2623.2
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-12,2488.7
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-13,2460.3
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-14,2568.1
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-15,2483.2
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-16,2660.2
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-17,1414.4
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-18,2647.4
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-19,1481.3
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-20,2546.9
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-21,2838.1
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-22,2653
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-23,2602.9
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-24,2771.5
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-25,2640
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-26,2647.4
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-27,2545.6
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-28,2630.6
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-29,2510.3
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-30,2620.4
SF-003,SF-003-INV-03,Inverter 03,926,500.04,2026-08-31,2732.1
